title,image,year,price,author,rating,publisher,length,ISBN,city/country
Numbers Don't Lie,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2419/9780241989692.jpg,2021,17.81,Vaclav Smil,3.9,Penguin Books Ltd,384,9780241989692,"London, United Kingdom"
Room on the Broom,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1425/9780142501122.jpg,2003,14.17,Julia Donaldson,4.39,Penguin Random House Australia,32,9780142501122,"Hawthorn, Australia"
Surrounded by Idiots,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7850/9781785042188.jpg,2019,17.18,Thomas Erikson,3.35,Ebury Publishing,304,9781785042188,"London, United Kingdom"
The Incal,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6433/9781643377803.jpg,2020,41.69,Alejandro Jodorowsky,4.17,"Humanoids, Inc",316,9781643377803,United States
Berserk Deluxe Volume 1,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5067/9781506711980.jpg,2019,94.47,Kentaro Miura,4.55,"Dark Horse Comics,U.S.",696,9781506711980,"Milwaukie, United States"
A Man Called Ove,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4447/9781444775815.jpg,2015,20.49,Fredrik Backman,4.35,Hodder & Stoughton,320,9781444775815,"London, United Kingdom"
Look Inside Space,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409523383.jpg,2012,19.01,Rob Lloyd Jones,4.5,Usborne Publishing Ltd,14,9781409523383,"London, United Kingdom"
Ten Delicious Teachers,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4063/9781406389821.jpg,2021,25.65,Ross Montgomery,4.4,Walker Books Ltd,32,9781406389821,"London, United Kingdom"
Mythos,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4059/9781405934138.jpg,2018,18.81,Stephen Fry,4.26,Penguin Books Ltd,464,9781405934138,"London, United Kingdom"
Wheel of Time Premium Boxed Set I,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2502/9781250251510.jpg,2019,54.05,Robert Jordan,4.45,TOR BOOKS,2272,9781250251510,New York
Asterix: Asterix and the Griffin,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7515/9780751583984.jpg,2021,19.19,Jean-Yves Ferri,3.8,"Little, Brown Book Group",48,9780751583984,"London, United Kingdom"
Women Who Run with the Wolves,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3454/9780345409874.jpg,1997,14.25,Clarissa Pinkola Estes,4.06,Random House USA Inc,608,9780345409874,"New York, United States"
Renegades,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2415/9780241561249.jpg,2021,62.92,Barack Obama,4.04,Penguin Books Ltd,320,9780241561249,"London, United Kingdom"
East,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2413/9780241387566.jpg,2019,41.83,Meera Sodha,4.47,Penguin Books Ltd,304,9780241387566,"London, United Kingdom"
They Both Die at the End,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0624/9780062457806.jpg,2018,18.42,Adam Silvera,4.02,Quill Tree Books,416,9780062457806,
The Art of War,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0074/9780007420124.jpg,2011,7.08,Sun Tzu,3.97,HarperCollins Publishers,112,9780007420124,"London, United Kingdom"
Cult Following,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7865/9781786580924.jpg,2021,23.25,Bexy Cameron,4.16,Bonnier Books Ltd,400,9781786580924,United Kingdom
Peppa Pig: Marvellous Magnet Book,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409301769.jpg,2015,18.69,Peppa Pig,3.94,Penguin Random House Children's UK,10,9781409301769,"London, United Kingdom"
"Banana Fish, Vol. 1",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5693/9781569319727.jpg,2004,15.29,Akimi Yoshida,4.25,"Viz Media, Subs. of Shogakukan Inc",200,9781569319727,"San Francisco, United States"
Once Upon A Broken Heart,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529380903.jpg,2021,42.6,Stephanie Garber,4.27,HODDER & STOUGHTON,416,9781529380903,"London, United Kingdom"
The House in the Cerulean Sea,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5290/9781529087949.jpg,2021,15.53,TJ Klune,4.47,Pan Macmillan,400,9781529087949,"London, United Kingdom"
The Ickabog,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5102/9781510202252.jpg,2020,26.93,J. K. Rowling,3.97,Litle Brown,288,9781510202252,"London, United Kingdom"
The Nutcracker,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474968034.jpg,2019,20.12,Fiona Watt,5,Usborne Publishing Ltd,10,9781474968034,"London, United Kingdom"
Leaders Eat Last,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6709/9780670923175.jpg,2017,18.96,Simon Sinek,4.1,Penguin Books Ltd,368,9780670923175,"London, United Kingdom"
"Haikyu!!, Vol. 45",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974723645.jpg,2021,12.97,Haruichi Furudate,4.88,"Viz Media, Subs. of Shogakukan Inc",232,9781974723645,"San Francisco, United States"
Un-cook Yourself,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7610/9781761040900.jpg,2020,43.09,Nat's What I Reckon,4.07,Ebury Australia,272,9781761040900,Australia
The Scum Villain's Self-Saving System: Ren Zha Fanpai Zijiu Xitong (Novel) Vol. 2,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6482/9781648279225.jpg,2022,23.99,Mo Xiang Tong Xiu,4.71,Seven Seas,400,9781648279225,United States
Can't Hurt Me,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5445/9781544512273.jpg,2018,30.56,David Goggins,4.35,Lioncrest Publishing,364,9781544512273,
The Most Magnificent Thing,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5545/9781554537044.jpg,2017,22.47,Ashley Spires,4.31,Kids Can Press,32,9781554537044,"West Toronto, Canada"
Ramsay in 10,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529364385.jpg,2021,38.61,Gordon Ramsay,,HODDER & STOUGHTON,256,9781529364385,"London, United Kingdom"
A Court of Thorns and Roses Box Set,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5266/9781526630780.jpg,2021,74.81,Sarah J. Maas,4.69,Bloomsbury Publishing PLC,2112,9781526630780,"London, United Kingdom"
Crooked Kingdom Collector's Edition,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5101/9781510107038.jpg,2019,37.09,Leigh Bardugo,4.59,Hachette Children's Group,544,9781510107038,"London, United Kingdom"
Where's Wally?,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4063/9781406313185.jpg,2011,9.29,Martin Handford,4.15,Walker Books Ltd,32,9781406313185,"London, United Kingdom"
The 13-Storey Treehouse,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4472/9781447279785.jpg,2015,15.54,Andy Griffiths,4.01,Pan Macmillan,256,9781447279785,"London, United Kingdom"
Heartstopper Volume Four,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444952797.jpg,2021,18.76,Alice Oseman,4.69,Hachette Children's Group,384,9781444952797,"London, United Kingdom"
Zog and the Flying Doctors,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407173504.jpg,2017,13.69,Julia Donaldson,4.22,Scholastic,32,9781407173504,"London, United Kingdom"
The 5 Love Languages,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8024/9780802412706.jpg,2015,24.13,Gary Chapman,4.24,Moody Publishers,256,9780802412706,United States
Empire of the Vampire,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0083/9780008350437.jpg,2021,37.49,Jay Kristoff,4.5,HarperCollins Publishers,736,9780008350437,"London, United Kingdom"
The Burning God,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0083/9780008339180.jpg,2021,20.06,R.F. Kuang,4.32,HarperCollins Publishers,640,9780008339180,"London, United Kingdom"
Moleskine 2022 12-Month Weekly Large Softcover Notebook: Black,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/8056/4208/8056420855838.jpg,2021,20.74,Moleskine,,Moleskine,144,8056420855838,Italy
Antes de diciembre,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/4184/9788418483448.jpg,2021,25.1,Jona Marcus,4.53,Montena,,9788418483448,Spain
"Toilet-bound Hanako-kun, Vol. 1",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9753/9781975332877.jpg,2020,19.46,Aidalro,4.44,"Little, Brown & Company",180,9781975332877,"New York, United States"
"Yarichin Bitch Club, Vol. 2",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974709298.jpg,2020,19.26,Ogeretsu Tanaka,3.9,"Viz Media, Subs. of Shogakukan Inc",242,9781974709298,United States
The Backyard Adventurer,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9222/9781922267306.jpg,2021,43.05,Beau Miles,4.48,Brio Books,256,9781922267306,Australia
Moonology (TM) Diary 2022: THE SUNDAY TIMES BESTSELLER,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7881/9781788175005.jpg,2021,24.81,Yasmin Boland,4.89,Hay House UK Ltd,264,9781788175005,"London, United Kingdom"
Atlas of the Heart,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7850/9781785043772.jpg,2021,30.35,Brené Brown,3.43,Ebury Publishing,336,9781785043772,"London, United Kingdom"
Harry Potter: Holiday Magic: The Official Advent Calendar,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6472/9781647224097.jpg,2021,41.1,Insight Editions,,Insight Editions,1,9781647224097,"San Rafael, United States"
Kingdom of the Cursed,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529350500.jpg,2021,39.44,Kerri Maniscalco,4.37,HODDER & STOUGHTON,448,9781529350500,"London, United Kingdom"
Zog,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407170763.jpg,2017,16.4,Julia Donaldson,4.29,Scholastic,32,9781407170763,"London, United Kingdom"
Anxious People,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4059/9781405930253.jpg,2021,17.61,Fredrik Backman,4.22,Penguin Books Ltd,416,9781405930253,"London, United Kingdom"
The Power of Ideas,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3998/9781399800013.jpg,2021,47.91,Jonathan Sacks,,Hodder & Stoughton,400,9781399800013,"London, United Kingdom"
COVID-19 and the Global Predators,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9824/9780982456064.jpg,2021,40.79,Peter Breggin,4,Lake Edge Press,690,9780982456064,
The Gruffalo,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1424/9780142403877.jpg,2006,12.96,Julia Donaldson,4.42,Penguin Random House Children's UK,32,9780142403877,United States
The Subtle Art of Not Giving a F*Ck,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0626/9780062641540.jpg,2017,22.68,Mark Manson,3.92,HarperCollins Publishers Inc,224,9780062641540,"New York, NY, United States"
Stuck,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0072/9780007263899.jpg,2012,14.29,Oliver Jeffers,4.24,HarperCollins Publishers,32,9780007263899,"London, United Kingdom"
"Fist of the North Star, Vol. 2",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974721573.jpg,2021,29.84,Buronson,4.1,"Viz Media, Subs. of Shogakukan Inc",312,9781974721573,"San Francisco, United States"
The Hebridean Baker,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7853/9781785303487.jpg,2021,36.87,Coinneach MacLeod,4.8,Black and White Publishing,256,9781785303487,"Edinburgh, United Kingdom"
The Overstory,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7847/9781784708245.jpg,2019,27.44,Richard Powers,4.11,Vintage Publishing,640,9781784708245,"London, United Kingdom"
A Passage North,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7837/9781783786947.jpg,2021,24.1,Anuk Arudpragasam,3.76,Granta Books,304,9781783786947,"London, United Kingdom"
How to Win Friends and Influence People,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4391/9781439199190.jpg,2011,14.69,Dale Carnegie,4.21,Simon & Schuster,304,9781439199190,"New York, United States"
Prisoners of Geography,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7839/9781783962433.jpg,2016,24.91,Tim Marshall,4.18,Elliott & Thompson Limited,320,9781783962433,"London, United Kingdom"
Attack On Titan Season 1 Part 1 Manga Box Set,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6323/9781632366993.jpg,2020,55.42,Hajime Isayama,4.65,"Kodansha America, Inc",784,9781632366993,"New York, United States"
The Smartest Giant in Town,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5098/9781509812530.jpg,2016,16.33,Julia Donaldson,4.21,Pan Macmillan,32,9781509812530,"London, United Kingdom"
The Unhoneymooners,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5011/9781501128035.jpg,2019,21.73,Christina Lauren,4.02,Gallery Books,432,9781501128035,
The Famous Five Collection 1,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444910582.jpg,2012,18.66,Enid Blyton,4.49,Hachette Children's Group,592,9781444910582,"London, United Kingdom"
Aristotle and Dante Discover the Secrets of the Universe,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4424/9781442408937.jpg,2015,22.56,Benjamin Alire Sáenz,4.34,SIMON & SCHUSTER,384,9781442408937,"New York, United States"
The Salt Path,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4059/9781405937184.jpg,2019,24.72,Raynor Winn,4.1,Penguin Books Ltd,288,9781405937184,"London, United Kingdom"
Where Is the Green Sheep?,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1520/9780152067045.jpg,2009,13.59,Judy Horacek,4.2,"Cengage Learning, Inc",32,9780152067045,"Belmont, CA, United States"
Flow,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0613/9780061339202.jpg,2011,23.61,Mihaly Csikszentmihalyi,4.07,HarperCollins Publishers Inc,303,9780061339202,"New York, NY, United States"
"Oh, The Places You'll Go!",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0074/9780007413577.jpg,2017,14.38,Dr. Seuss,4.33,HarperCollins Publishers,48,9780007413577,"London, United Kingdom"
Demon Slayer Complete Box Set,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974725953.jpg,2021,221.79,Koyoharu Gotouge,4.3,"Viz Media, Subs. of Shogakukan Inc",4496,9781974725953,"San Francisco, United States"
What to Do When You Worry Too Much,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5914/9781591473145.jpg,2005,21.73,Dawn Huebner,4.34,American Psychological Association,80,9781591473145,"Washington, DC, United States"
Belonging,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529339765.jpg,2021,25.71,Catherine Corless,4.87,Hachette Books Ireland,480,9781529339765,"Castleknock, Ireland"
A Cloud Where the Birds Rise,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529382945.jpg,2021,34.79,Michael Harding,5,Hachette Books Ireland,240,9781529382945,"Castleknock, Ireland"
Monkey Puzzle,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5098/9781509812493.jpg,2016,12.24,Julia Donaldson,4.28,Pan Macmillan,32,9781509812493,"London, United Kingdom"
MEDICAL MEDIUM CLEANSE TO HEAL,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4019/9781401958459.jpg,2020,52.27,Anthony William,4.3,Hay House Inc,257,9781401958459,"Carlsbad, United States"
Christmas Around the World,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746067826.jpg,2009,10.75,Anna Claybourne,4.25,Usborne Publishing Ltd,48,9780746067826,"London, United Kingdom"
The Lean Startup,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6709/9780670921607.jpg,2011,16.58,Eric Ries,4.1,Penguin Books Ltd,336,9780670921607,"London, United Kingdom"
The Wonky Donkey,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5452/9780545261241.jpg,2018,12.17,Craig Smith,4.41,Scholastic Paperbacks,24,9780545261241,United States
The Inheritance Games,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241476178.jpg,2020,15.54,Jennifer Lynn Barnes,4.23,Penguin Random House Children's UK,384,9780241476178,"London, United Kingdom"
Never Split the Difference,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0628/9780062872302.jpg,2018,13.6,Chris Voss,4.37,HARPER BUSINESS,288,9780062872302,
The Giver,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0075/9780007578498.jpg,2014,11.53,Lois Lowry,4.13,HarperCollins Publishers,240,9780007578498,"London, United Kingdom"
Talk To Me In Korean Workbook Level 1,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/9560/9788956056883.jpg,2015,20.63,Talk To Me in Korean,4.51,Kong and Park,130,9788956056883,South Korea
The Rainbow Fish,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3140/9783314015441.jpg,2012,13.07,Marcus Pfister,4.18,North-South Books (Nord-Sud Verlag AG),25,9783314015441,"Zurich, Switzerland"
The Books of Jacob,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9106/9781910695593.jpg,2021,29.47,Olga Tokarczuk,4.19,Fitzcarraldo Editions,920,9781910695593,"London, United Kingdom"
The Secret,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8473/9781847370297.jpg,2006,26.21,Rhonda Byrne,3.7,Simon & Schuster Ltd,224,9781847370297,"London, United Kingdom"
British Museum: A History of the World in 25 Cities,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7880/9781788006712.jpg,2021,35.8,Tracey Turner,,Nosy Crow Ltd,112,9781788006712,"London, United Kingdom"
Numberblocks Annual 2022,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7822/9781782266013.jpg,2021,16.7,Sweet Cherry Publishing,,Sweet Cherry Publishing,72,9781782266013,"Leicester, United Kingdom"
Wotakoi: Love Is Hard for Otaku 5,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6465/9781646513635.jpg,2021,26.0,Fujita,4.7,"Kodansha America, Inc",256,9781646513635,"New York, United States"
A Silent Voice Complete Series Box Set,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6323/9781632366436.jpg,2020,94.65,Yoshitoki Oima,4.55,"Kodansha America, Inc",1344,9781632366436,"New York, United States"
The Magic Slice,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5445/9781544524849.jpg,2021,23.28,Jack Murray,,Houndstooth Press,322,9781544524849,
The Christmas Bear,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5098/9781509806966.jpg,2016,15.09,Ian Whybrow,4.04,Pan MacMillan,10,9781509806966,"London, United Kingdom"
Shoe Dog,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4711/9781471146725.jpg,2018,18.08,Phil Knight,4.46,Simon & Schuster Ltd,400,9781471146725,"London, United Kingdom"
Tomie: Complete Deluxe Edition,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4215/9781421590561.jpg,2016,47.49,Junji Ito,4.1,"Viz Media, Subs. of Shogakukan Inc",752,9781421590561,"San Francisco, United States"
How To Do The Work,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4091/9781409197744.jpg,2021,23.33,Nicole Lepera,4.18,Orion Publishing Co,320,9781409197744,"London, United Kingdom"
Stick Man Early Reader,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407132327.jpg,2012,8.66,Julia Donaldson,4.27,Scholastic,40,9781407132327,"London, United Kingdom"
"Howl of the Wind Dragon: A Branches Book (Dragon Masters #20), 20",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3386/9781338635515.jpg,2021,10.29,Tracey West,4.5,Scholastic US,96,9781338635515,"New York, United States"
The Stranger in the Lifeboat,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7515/9780751584530.jpg,2021,22.62,Mitch Albom,4.44,"Little, Brown Book Group",288,9780751584530,"London, United Kingdom"
The Jolly Postman or Other People's Letters,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6708/9780670886241.jpg,2011,24.09,Allan Ahlberg,4.51,Penguin Random House Children's UK,48,9780670886241,"London, United Kingdom"
First 100 Words,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3125/9780312510787.jpg,2011,11.2,Roger Priddy,4.3,St Martin's Press,24,9780312510787,"New York, United States"
The Hawthorne Legacy,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241480724.jpg,2021,15.29,Jennifer Lynn Barnes,4.24,Penguin Random House Children's UK,368,9780241480724,"London, United Kingdom"
Meditations,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1404/9780140449334.jpg,2015,17.38,Marcus Aurelius,4.22,Penguin Books Ltd,304,9780140449334,"London, United Kingdom"
Norwegian Wood,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0994/9780099448822.jpg,2003,22.93,Haruki Murakami,4.03,Vintage Publishing,400,9780099448822,"London, United Kingdom"
Returning Light,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0085/9780008509378.jpg,2021,24.32,Robert L. Harris,5,HarperCollins Publishers,272,9780008509378,"London, United Kingdom"
The Forever Dog,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0084/9780008467425.jpg,2021,32.41,Rodney Habib,,HarperCollins Publishers,464,9780008467425,"London, United Kingdom"
Moleskine Ltd. Ed. Peanuts 2022 12-Month Weekly Large Hardcover Notebook: Scarlet Red,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/8056/4208/8056420857115.jpg,2021,25.0,Moleskine,,Moleskine,144,8056420857115,Italy
Heart Bones,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6719/9798671981742.jpg,2020,21.97,Colleen Hoover,4.36,Independently Published,336,9798671981742,
The Story Orchestra: The Nutcracker: Volume 2,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7860/9781786030689.jpg,2017,28.53,Katy Flint,4.73,Frances Lincoln Publishers Ltd,24,9781786030689,"London, United Kingdom"
Wotakoi: Love Is Hard For Otaku 1,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6323/9781632367044.jpg,2018,24.11,Fujita,4.35,"Kodansha America, Inc",300,9781632367044,"New York, United States"
Red Queen,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4091/9781409150725.jpg,2015,10.96,Victoria Aveyard,4.03,Orion Publishing Co,416,9781409150725,"London, United Kingdom"
Language Hub Pre-Intermediate Student's Book with Student's App,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3800/9781380016904.jpg,2019,55.45,Daniel Brayshaw,,Macmillan Education,178,9781380016904,"London, United Kingdom"
The Christmas Pig,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3387/9781338790238.jpg,2021,36.12,J K Rowling,4.18,Scholastic Inc.,288,9781338790238,
Six of Crows Boxed Set,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2502/9781250211101.jpg,2018,38.85,Leigh Bardugo,4.73,Square Fish,,9781250211101,New York
Iron Widow,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8615/9780861542093.jpg,2021,25.46,Xiran Jay Zhao,4.38,Oneworld Publications,400,9780861542093,"London, United Kingdom"
Beautiful Oops!,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7611/9780761157281.jpg,2010,25.64,Barney Saltzberg,4.55,Workman Publishing,28,9780761157281,"New York, United States"
The Stranger,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6797/9780679720201.jpg,2016,17.04,Albert Camus,3.99,Random House USA Inc,144,9780679720201,"New York, United States"
"Girl, Woman, Other",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2419/9780241984994.jpg,2020,17.39,Bernardine Evaristo,4.36,Penguin Books Ltd,464,9780241984994,"London, United Kingdom"
The Gruffalo's Child,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1424/9780142407547.jpg,2007,12.85,Julia Donaldson,4.34,Penguin Random House Australia,32,9780142407547,"Hawthorn, Australia"
The Book With No Pictures,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1413/9780141361796.jpg,2016,14.67,B. J. Novak,4.27,Penguin Random House Children's UK,48,9780141361796,"London, United Kingdom"
Quiet,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1410/9780141029191.jpg,2018,17.63,Susan Cain,4.05,Penguin Books Ltd,352,9780141029191,"London, United Kingdom"
"The Pragmatic Programmer: your journey to mastery, 20th Anniversary Edition",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1359/9780135957059.jpg,2020,56.75,David Thomas,4.32,Pearson Education (US),352,9780135957059,"Boston, United States"
Little Women,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0995/9780099572961.jpg,2017,13.37,Louisa May Alcott,4.02,Vintage Publishing,432,9780099572961,"London, United Kingdom"
"It's Fine, It's Fine, It's Fine",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0085/9780008501389.jpg,2022,24.48,Taz Alam,4.17,HarperCollins Publishers,276,9780008501389,"London, United Kingdom"
